Name,Platform
Red Faction,PS2
The Sims: Makin' Magic,PC
MX Unleashed,PS2
PaRappa The Rapper,PS
Toy Story Mania!,Wii
Mario Party 3,N64
Star Wars: The Force Unleashed,Wii
Game Party 2,Wii
Destiny: The Taken King,PS4
LEGO Star Wars III: The Clone Wars,Wii
Star Wars Rogue Leader: Rogue Squadron II,GC
Max Payne 3,PS3
Need for Speed Rivals,PS4
Madden NFL 09,PS3
Yokai Watch,3DS
Ratchet & Clank Future: A Crack in Time,PS3
Yu-Gi-Oh! Forbidden Memories,PS
Mortal Kombat: Deception,PS2
Hot Shots Golf 2,PS
Medal of Honor: European Assault (All Region sales),PS2
WCW Nitro,PS
High School Musical: Sing It!,PS2
Star Fox Adventures,GC
FIFA 2000,PS
Dynasty Warriors 3,PS2
Donkey Kong Country Returns,3DS
The Legend of Zelda: Oracle of Seasons,GB
Madden NFL 06,XB
Shrek 2,PS2
The Legend of Dragoon,PS
Turok 2: Seeds of Evil,N64
SingStar,PS2
LittleBigPlanet 3,PS4
NBA Live 2002,PS2
Phineas and Ferb,DS
Chrono Cross,PS
GoldenEye 007 (2010),Wii
Mario Party: Island Tour,3DS
Jak 3,PS2
Rayman Raving Rabbids 2,Wii
Kingdom Hearts: Chain of Memories,GBA
Pinball,NES
inFAMOUS 2,PS3
Gran Turismo Concept 2001 Tokyo,PS2
Demon's Souls,PS3
NCAA Football 06,PS2
"Hey You, Pikachu!",N64
2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA
World of Warcraft: Mists of Pandaria,PC
Jet Moto,PS
Just Cause 3,PS4
Secret of Mana,SNES
The Orange Box,X360
Air Combat,PS
Kirby: Triple Deluxe,3DS
Sonic & Knuckles,GEN
Namco Museum,PS2
The Sims: Hot Date,PC
Metroid Prime 3: Corruption,Wii
Dragon Quest VI: Realms of Revelation,DS
The Evil Within,PS4
DDRMAX2: Dance Dance Revolution,PS2
Crazy Taxi,DC
Virtua Fighter 4,PS2
Sly 2: Band of Thieves,PS2
Guitar Hero: World Tour,PS2
Sonic Advance 2,GBA
Madden NFL 07,X360
NBA 2K11,PS3
NFL GameDay 2000,PS
Call of Duty: Black Ops 3,PS3
Disney's The Lion King,SNES
Beyond: Two Souls,PS3
Kinect Star Wars,X360
Midnight Club II,PS2
Dragon Quest Monsters: Joker,DS
SpongeBob SquarePants: SuperSponge,PS
The Getaway: Black Monday,PS2
Professor Layton and the Mask of Miracle,3DS
Just Cause 2,PS3
Dragon's Dogma,PS3
The Legend of Zelda: The Wind Waker,WiiU
50 Cent: Bulletproof,PS2
High School Musical: Sing It!,Wii
Wii Party U,WiiU
Madden NFL 25,PS3
Final Fantasy II,SNES
Kirby 64: The Crystal Shards,N64
Dead or Alive 3,XB
UFC 2009 Undisputed,PS3
Metroid II: Return of Samus,GB
WWF Attitude,PS
The SpongeBob SquarePants Movie,PS2
Golden Sun,GBA
Sonic the Hedgehog 3,GEN
Kid Icarus,NES
Def Jam: Fight for NY,PS2
Tom Clancy's Ghost Recon,XB
State of Emergency,PS2
BioShock Infinite,PS3
Hitman: Absolution,X360
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA
Call of Duty: Black Ops 3,X360
The Urbz: Sims in the City,PS2
FIFA Soccer 08,PS3
Star Wars: Starfighter,PS2
Madden NFL 2000,PS
Kingdom Hearts,PS3
Star Wars: Battlefront,XB
Pro Evolution Soccer,PS2
Crackdown,X360
Yoshi,NES
Disney's Aladdin,SNES
Kirby's Adventure,NES
Cooking Mama 3: Shop & Chop,DS
Dance Dance Revolution X,PS2
2 Games in 1: Disney Princess & The Lion King,GBA
Star Wars Episode I: The Phantom Menace,PS
Xenosaga Episode I: Der Wille zur Macht,PS2
Portal 2,PS3
The Beatles: Rock Band,Wii
Forza Motorsport 6,XOne
Sonic Colors,Wii
Cruis'n USA,N64
Madden NFL 99,PS
Diablo III,PS4
Uncharted: Golden Abyss,PSV
Destiny,PS3
SSX Tricky,PS2
Overwatch,PS4
Twisted Metal III,PS
Harry Potter and the Sorcerer's Stone,GB
Disney Infinity,Wii
Crash Bandicoot: The Huge Adventure,GBA
Dishonored,X360
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2
The Order: 1886,PS4
The Elder Scrolls Online,PS4
Call of Duty: World at War Final Fronts,PS2
Imagine: Teacher,DS
Call of Duty: Modern Warfare 3,PC
Madden NFL 2005,XB
Star Ocean: Till The End of Time,PS2
The Sims 3: Late Night Expansion Pack,PC
Game Party 3,Wii
Toy Story 2: Buzz Lightyear to the Rescue!,PS
Deal or No Deal,DS
Ace Combat 5: The Unsung War,PS2
Need for Speed Underground,XB
Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS
Tetris Worlds,GBA
Cabela's Big Game Hunter 2010,Wii
The Crew,PS4
FIFA Soccer 10,PS2
We Ski,Wii
Personal Trainer: Math,DS
Kirby's Return to Dreamland,Wii
Super Puyo Puyo,SNES
Ben 10: Protector of Earth,DS
NCAA Football 07,PS2
SOCOM 3: U.S. Navy SEALs,PS2
NBA 2K15,XOne
Saints Row 2,PS3
Saints Row IV,X360
Jampack Winter '99,PS
Dragon Age: Origins,PS3
FIFA 16,X360
WCW vs. nWo: World Tour,N64
WCW/NWO Thunder,PS
Harry Potter and the Sorcerer's Stone,GBA
Need For Speed: Undercover,X360
Dragon Ball Z: The Legacy of Goku,GBA
Sid Meier's Civilization V,PC
Resident Evil 4,GC
Call of Duty Black Ops: Declassified,PSV
Star Wars Battlefront: Renegade Squadron,PSP
World Championship Poker: Featuring Howard Lederer - All In,PS2
NFL GameDay 98,PS
LEGO Batman 2: DC Super Heroes,X360
Yoshi's Cookie,GB
Time Crisis,PS
The Sims: Superstar,PC
Star Wars The Clone Wars: Lightsaber Duels,Wii
MySims,Wii
Metroid Fusion,GBA
Shaun White Snowboarding: Road Trip,Wii
SSX 3,PS2
Big Beach Sports,Wii
Madden NFL 2001,PS
Fight Night Round 3,PS3
Knack,PS4
Star Wars: Battlefront II,XB
Disney's DuckTales,NES
Tony Hawk's Pro Skater 3,PS
"Monsters, Inc.",GBA
StarCraft II: Heart of the Swarm,PC
PGR: Project Gotham Racing 2,XB
Spy Hunter,PS2
NCAA Football 2004,PS2
SpongeBob SquarePants: Battle for Bikini Bottom,PS2
Dying Light,PS4
Heavenly Sword,PS3
Street Fighter II': Special Champion Edition,GEN
SSX,PS2
Max Payne 3,X360
NBA Ballers,PS2
Need for Speed Carbon,X360
NBA Live 2003,PS2
Dragon Ball Z: Budokai Tenkaichi,PS2
Ms. Pac-Man,2600
Mario Party 6,GC
Super Scope 6,SNES
Go Vacation,Wii
Dragon Quest V: Tenkuu no Hanayome,PS2
Army of Two,X360
Dragon Quest IV: Chapters of the Chosen,DS
Kirby & the Amazing Mirror,GBA
LEGO Pirates of the Caribbean: The Video Game,Wii
Dig Dug,2600
Tom Clancy's Rainbow Six,PS
Ghosts 'n Goblins,NES
Tiger Woods PGA Tour 2003,PS2
NBA Live 06 (All region sales),PS2
Prince of Persia: Warrior Within,PS2
Kinectimals,X360
Until Dawn,PS4
ESPN NFL 2K5,XB
Viva Pinata,X360
Pikmin,GC
Call of Duty: Black Ops,PC
Sonic Generations,PS3
Tiger Woods PGA Tour 2004,PS2
Ape Escape,PS
NBA 2K15,X360
NCAA Football 2005,PS2
Just Cause 2,X360
Rock Band,PS3
Tony Hawk's American Wasteland (Old all region sales),PS2
Rage,X360
Mario Hoops 3 on 3,DS
Kirby Air Ride,GC
Sled Storm,PS
Pokemon Battle Revolution,Wii
NFL Street 2,PS2
Gears of War: Judgment,X360
Baseball,GB
Yu-Gi-Oh! Duel Monsters,GB
Super Mario Strikers,GC
Buzz! The Music Quiz,PS2
SpongeBob's Atlantis SquarePantis,DS
Far Cry 4,XOne
Dance Dance Revolution: Hottest Party 2,Wii
Moshi Monsters: Moshling Zoo,DS
Dollar Dash,PS2
Far Cry 2,X360
F-1 World Grand Prix,N64
River Raid,2600
Silent Hill,PS
Dragon Quest V: Hand of the Heavenly Bride,DS
No Man's Sky,PS4
Sonic Heroes,GC
ESPN NBA 2K5,PS2
Diablo,PC
The Legend of Zelda: Twilight Princess,GC
Soul Edge,PS
Devil May Cry 4,PS3
Mario Bros.,2600
Pro Evolution Soccer 2008,PS3
SoulCalibur IV,X360
LEGO Harry Potter: Years 1-4,X360
NASCAR 2000,PS
Wolfenstein: The New Order,PS4
Carnival Games: Mini Golf,Wii
Guitar Hero: On Tour Decades,DS
MySims Kingdom,DS
Jampack Summer 2K,PS
Need for Speed: Most Wanted,X360
Guitar Hero 5,Wii
High School Musical 3: Senior Year,DS
Kingdom Hearts 3D: Dream Drop Distance,3DS
Hannah Montana: Music Jam,DS
Pokemon Mystery Dungeon: Explorers of Sky,DS
Spyro 2: Season of Flame,GBA
Pro Evolution Soccer 2010,PS2
NCAA Football 2002,PS2
Conflict: Desert Storm,PS2
Mario Party 7,GC
Pro Evolution Soccer 2013,PS3
Smuggler's Run,PS2
Fight Night Round 3,PS2
Donkey Kong Classics,NES
Twisted Metal,PS
Dark Souls III,PS4
Final Fight,SNES
Dragon Quest Monsters 2,GB
Pokemon Pinball: Ruby & Sapphire,GBA
LEGO Marvel Super Heroes,PS4
Mafia II,X360
Dishonored,PS3
Stuntman,PS2
Tom Clancy's Rainbow Six 3,XB
Active Life: Outdoor Challenge,Wii
BioShock 2,PS3
007: The World is not Enough,N64
Spider-Man 2: Enter: Electro,PS
Watch Dogs,XOne
Star Wars: The Force Unleashed II,PS3
Ni no Kuni: Wrath of the White Witch,PS3
Command & Conquer: Tiberian Sun,PC
LEGO Battles: Ninjago,DS
Mario Party 10,WiiU
Dead Rising 3,XOne
Resident Evil: The Umbrella Chronicles,Wii
Fire Emblem Fates,3DS
Dark Cloud,PS2
Warcraft III: The Frozen Throne,PC
Tom Clancy's Ghost Recon Advanced Warfighter,X360
Disney Fairies: Tinker Bell,DS
MVP Baseball 2005,PS2
Die Hard Trilogy,PS
Call of Duty: Black Ops II,PC
Fight Night Round 4,PS3
MySims Kingdom,Wii
The Simpsons Game,DS
Mortal Kombat 3,SNES
NFL GameDay 99,PS
Call of Duty: Modern Warfare: Reflex Edition,Wii
FIFA 17,XOne
Mario Golf: Toadstool Tour,GC
Tiger Woods 99 PGA Tour Golf,PS
Donkey Kong Country: Tropical Freeze,WiiU
Dead Space 2,X360
Sonic Rivals 2,PSP
Knockout Kings,PS
The Simpsons Skateboarding,PS2
NASCAR 98,PS
F1 Race,NES
Xevious,NES
NASCAR 99,PS
NBA Live 2000,PS
Mafia II,PS3
Call of Duty 3,PS3
Super Monkey Ball 2,GC
Pac-Man World 2,PS2
Madden NFL 15,XOne
Sonic & Sega All-Stars Racing,Wii
LEGO Star Wars III: The Clone Wars,X360
Football Manager 2012,PC
Puzzle & Dragons,3DS
Mega Man 2,NES
Simpsons Wrestling,PS
NBA Live 98,PS
The Simpsons Game,PS2
Monopoly,PS
SoulCalibur II,GC
Resistance 3,PS3
Tokyo Xtreme Racer Zero,PS2
Final Fantasy XIV: A Realm Reborn,PC
NFL Blitz,PS
Red Faction II,PS2
Super Scribblenauts,DS
Madden NFL 2001,PS2
WWF No Mercy,N64
Ice Climber,NES
Sonic CD,SCD
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES
Dead Rising 2,X360
Rock Band 2,PS3
Pac-Man World,PS
Disney Sing It: Pop Hits,Wii
Final Fantasy: Crystal Chronicles,GC
Medal of Honor: Frontline,XB
Madden NFL 09,PS2
Drawn To Life: SpongeBob SquarePants Edition,DS
Banjo-Tooie,N64
Buzz! The BIG Quiz,PS2
007: Quantum of Solace,X360
The Sims 3,Wii
New Play Control! Mario Power Tennis,Wii
Bratz: Forever Diamondz,DS
Dirge of Cerberus: Final Fantasy VII,PS2
Nintendo World Cup,NES
WWF WrestleMania 2000,N64
Wario Land II,GB
Mass Effect 2,PS3
Major League Baseball 2K5,PS2
Fight Night 2004,PS2
Tom Clancy's Splinter Cell: Pandora Tomorrow,XB
Imagine: Master Chef,DS
Assassin's Creed III: Liberation,PSV
SoulCalibur IV,PS3
Mario Golf,N64
Disney Princess,GBA
Fight Night Round 3,X360
Metal Gear Rising: Revengeance,PS3
Chrono Trigger,DS
Star Wars: The Force Unleashed II,X360
The House of the Dead 2 & 3 Return,Wii
Disney Princess: Magical Jewels,DS
LittleBigPlanet PS Vita,PSV
Xenogears,PS
The SpongeBob SquarePants Movie,GBA
Tom Clancy's Ghost Recon: Future Soldier,X360
Battlefield: Bad Company,X360
Midway Arcade Treasures,PS2
Wall-E,DS
Triple Play 99,PS
Homefront,X360
Super Monkey Ball,GC
Donkey Kong,2600
Mortal Kombat 4,PS
Mario Superstar Baseball,GC
Mass Effect 3,PS3
LEGO Batman 2: DC Super Heroes,Wii
Medal of Honor: Warfighter,PS3
WCW vs the World,PS
SNK vs. Capcom: The Match of the Millennium,PSP
LEGO City Undercover,3DS
Onimusha 3: Demon Siege,PS2
Diablo III,X360
Batman: Arkham Knight,XOne
BioShock,PS3
Red Dead Revolver,PS2
Anno 2070,PC
Resident Evil: Outbreak,PS2
Smarty Pants,Wii
Tamagotchi,GB
4 Nin uchi Mahjong,NES
Dragon Ball Z,SNES
Game de Hakken!! Tamagotchi 2,GB
Namco Museum 64,N64
Hasbro Family Game Night,Wii
Dragon Quest Monsters: Joker 2,DS
Tony Hawk's American Wasteland (Weekly american sales),PS2
My Word Coach,DS
Hello Kitty Party,DS
SingStar Pop,PS2
Sonic Rivals,PSP
SimCity (2013),PC
Kirby Super Star,SNES
Far Cry 4,PS3
WWE SmackDown vs Raw 2008,X360
Kinect Joy Ride,X360
Rayman Raving Rabbids,Wii
Need for Speed Rivals,PS3
Tiger Woods PGA Tour 2005,PS2
Dead Space 2,PS3
NCAA Football 2003,PS2
Frogger 2: Swampy's Revenge,PS
Disney Infinity,X360
LEGO Indiana Jones 2: The Adventure Continues,Wii
Sonic's Ultimate Genesis Collection,X360
Tiger Woods PGA Tour 09 All-Play,Wii
Disney's DuckTales,GB
Classic NES Series: Super Mario Bros.,GBA
Triple Play 2000,PS
Dragon Quest VII: Warriors of Eden,3DS
Cabela's Big Game Hunter,PS2
UFC Undisputed 2010,PS3
NBA Live 06 (Weekly american sales),PS2
The Legend of Zelda: The Minish Cap,GBA
NFL Street,PS2
Sonic Generations,X360
Super Metroid,SNES
Pro Yakyuu Family Stadium '87,NES
Dead Space,X360
Resident Evil (Remake),GC
Inazuma Eleven 2,DS
Tomb Raider (2013),PS4
LEGO Star Wars II: The Original Trilogy,PSP
Toy Story 3: The Video Game,Wii
Fight Night Round 4,X360
LEGO Star Wars: The Video Game,GC
Injustice: Gods Among Us,X360
Madden NFL 15,PS3
Disney's The Lion King,GEN
Ridge Racer,PSP
Metroid: Other M,Wii
Knockout Kings 2000,PS
Gran Turismo 4 Prologue,PS2
Twisted Metal: Black,PS2
NASCAR 2005: Chase for the Cup,PS2
Call of Duty: Black Ops,Wii
Spider-Man: The Movie,XB
Need For Speed: Undercover,PS2
2Xtreme,PS
Far Cry 2,PS3
Sonic Advance 3,GBA
Final Fantasy III,NES
Battlefield 4,PC
Colin McRae Rally 3,PS2
Madden NFL 2002,PS
Doom (2016),PS4
Final Fantasy XII: Revenant Wings,DS
Bakugan: Battle Brawlers,DS
Deus Ex: Human Revolution,PS3
NBA Jam,SNES
Teenage Mutant Ninja Turtles III: The Manhattan Project,NES
Dynasty Warriors 5,PS2
Hannah Montana: Spotlight World Tour,Wii
WWE '13,PS3
Deus Ex: Human Revolution,X360
True Crime: Streets of LA,XB
The Sims 2,PSP
Paper Mario,N64
Bravely Default: Flying Fairy,3DS
Titanfall,X360
Duke Nukem: Time to Kill,PS
Persona 4: Golden,PSV
Dead Rising 2,PS3
Hasbro Family Game Night 2,Wii
Disney Princess: Enchanted Journey,Wii
Gardening Mama,DS
Dave Mirra Freestyle BMX 2,PS2
Need for Speed: The Run,X360
LEGO Indiana Jones: The Original Adventures,PS2
Assassin's Creed: Rogue,PS3
Ridge Racer 7,PS3
A Collection of Activision Classic Games for the Atari 2600,PS
Forza Horizon 2,XOne
MotorStorm: Pacific Rift,PS3
Sonic Colors,DS
Star Wars Knights of the Old Republic II: The Sith Lords,XB
LEGO Harry Potter: Years 1-4,PS3
Pocket Monsters Stadium,N64
NBA 2K15,PS3
Tom Clancy's Ghost Recon 2,XB
Crash Bandicoot 2: N-Tranced,GBA
Burnout Paradise,X360
SingStar Abba,PS2
Gradius,NES
Dragon Quest III: Soshite Densetsu e...,SNES
Centipede,2600
Yoshi's New Island,3DS
Ryse: Son of Rome,XOne
Dead to Rights,PS2
LEGO Harry Potter: Years 5-7,Wii
Marvel vs. Capcom 3: Fate of Two Worlds,PS3
Dance Dance Revolution (Japan),PS
F1 2010,PS3
Madden NFL 98,PS
FIFA Soccer 09,PSP
Namco Museum DS,DS
FIFA Soccer 08,PSP
Grand Theft Auto: Chinatown Wars,DS
Alan Wake,X360
Battlefield: Bad Company,PS3
Mortal Kombat X,XOne
Samurai Warriors,PS2
The Simpsons: Hit & Run,XB
Devil May Cry 4,X360
Tom Clancy's Rainbow Six: Vegas 2,PS3
Monster Hunter Freedom,PSP
Crysis 2,X360
SaGa Frontier,PS
SingStar Party,PS2
FIFA Soccer 08,X360
The ICO & Shadow of the Colossus Collection,PS3
Test Drive,PS2
Mario & Luigi: Partners in Time,DS
Lost Planet: Extreme Condition,X360
Mortal Kombat 3,GEN
Doom 3,XB
Donkey Kong Jungle Beat,GC
Need for Speed Carbon,PS2
Max Payne 2: The Fall of Max Payne,PS2
Command & Conquer: Red Alert 2,PC
MVP Baseball 2004,PS2
WWE SmackDown vs Raw 2008,PS3
Ratchet & Clank: Up Your Arsenal (Weekly american sales),PS2
Your Shape: Fitness Evolved,X360
Rage,PS3
Skylanders SWAP Force,X360
NBA 2K14,PS4
Spider-Man: The Movie,GBA
WWF War Zone,N64
Tony Hawk's Pro Skater,GB
The Sims: Bustin' Out,GBA
Triple Play 2001,PS
Metroid Prime 2: Echoes,GC
UFC Undisputed 2010,X360
Final Fantasy X / X-2 HD Remaster,PS3
Corvette,PS2
Petz Wild Animals: Dolphinz,DS
Pokemon Ranger: Guardian Signs,DS
Middle-Earth: Shadow of Mordor,XOne
Need for Speed Underground Rivals,PSP
LEGO Batman: The Videogame,PS3
Dark Souls II,PS3
World of Warcraft: Wrath of the Lich King,PC
Kingdom Hearts II,PS3
The LEGO Movie Videogame,X360
TOCA 2: Touring Cars,PS
Gyromite,NES
NFL 2K3,PS2
Fighting Force,PS
Mega Man Battle Network 4: Red Sun / Blue Moon,GBA
MAG: Massive Action Game,PS3
Madden NFL 97,PS
Cars 2,DS
Skylanders Giants,X360
LEGO Batman: The Videogame,PSP
TNN Motor Sports Hardcore 4x4,PS
IHRA Drag Racing 2,PS2
The Beatles: Rock Band,X360
Tekken 6,X360
[Prototype],X360
Deal or No Deal,Wii
Madagascar,PS2
Rugrats Studio Tour,PS
LEGO Battles,DS
Pitfall II: Lost Caverns,2600
Turok: Evolution,PS2
High School Musical 3: Senior Year DANCE!,Wii
Gold's Gym: Cardio Workout,Wii
Burnout 3: Takedown,XB
Adventure,2600
Yu-Gi-Oh! The Sacred Cards,GBA
Crysis 2,PS3
NBA Live 07,PS2
Saints Row IV,PS3
SingStar '80s,PS2
EA Playground,Wii
Test Drive 5,PS
Romancing SaGa 3,SNES
EA Sports Active 2,Wii
Digimon World,PS
Rise of the Tomb Raider,XOne
Need for Speed Carbon,Wii
Yoshi's Woolly World,WiiU
Mega Man Battle Network 3 Blue / White Version,GBA
FIFA Street,PS3
Resident Evil Zero,GC
Need for Speed: Most Wanted,X360
Tom Clancy's Rainbow Six: Siege,XOne
Pirates of the Caribbean: The Curse of the Black Pearl,GBA
Transformers,PS2
Guitar Hero: Aerosmith,Wii
Mystery Case Files: MillionHeir,DS
Valkyria Chronicles,PS3
Midnight Club 3: DUB Edition (America weekly sales),PS2
Champions of Norrath,PS2
Watch Dogs,X360
Imagine: Wedding Designer,DS
Metal Gear Solid V: Ground Zeroes,PS4
Yakuman,GB
Assassin's Creed Syndicate,XOne
Army Men 3D,PS
WWE '13,X360
Twisted Metal 4,PS
Manhunt,PS2
Kid Icarus: Uprising,3DS
Silent Hill 2,PS2
Tomb Raider: Underworld,PS3
Castlevania: Symphony of the Night,PS
The Sims 2: Nightlife,PC
LEGO Batman: The Videogame,PS2
Road Rash,PS
Pokemon Mystery Dungeon: Gates to Infinity,3DS
Atlantis,2600
NBA 2K9,X360
WWE '12,X360
Tony Hawk's Underground,XB
Hogan's Alley,NES
The Elder Scrolls Online,XOne
Jillian Michaels' Fitness Ultimatum 2009,Wii
.hack//Infection Part 1,PS2
Rockstar Games presents Table Tennis,Wii
Sonic Adventure DX: Director's Cut,GC
Jet Li: Rise to Honor,PS2
Battle Arena Toshinden,PS
Yokai Watch 3,3DS
Kung Fu Panda,DS
Tamagotchi Connection: Corner Shop,DS
Football Manager 2011,PC
Devil Dice,PS
Final Fantasy IV,DS
Hyrule Warriors,WiiU
Need for Speed Carbon,PS3
Championship Manager 03/04,PC
Brian Lara Cricket,PS
Ratatouille,DS
Wheel of Fortune,PS
LEGO The Lord of the Rings,X360
Winter Sports: The Ultimate Challenge,Wii
SOCOM: U.S. Navy SEALs Confrontation,PS3
NBA Live 2001,PS
Star Wars: The Force Unleashed,PS2
Combat,2600
Tom Clancy's Rainbow Six: Vegas,PS3
Dragon Ball: Daimaou Fukkatsu,NES
Gegege no Kitarou 2: Youkai Gundan no Chousen,NES
Reel Fishing,PS
Injustice: Gods Among Us,PS3
Pokemon XD: Gale of Darkness,GC
Black,PS2
RollerCoaster Tycoon 2,PC
Lara Croft Tomb Raider: The Angel of Darkness,PS2
Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2
Road Rash 3D,PS
Ratchet: Deadlocked,PS2
Baldur's Gate: Dark Alliance,PS2
Transformers: Autobots / Decepticons,DS
Tales of Xillia,PS3
Diddy Kong Racing DS,DS
[Prototype],PS3
Assassin's Creed: Bloodlines,PSP
Oddworld: Abe's Oddysee,PS
The Witcher 3: Wild Hunt,XOne
Ridge Racer V,PS2
WWE SmackDown vs. Raw 2009,PS2
Tetris 2 (All region sales),GB
Star Wars Episode III: Revenge of the Sith,XB
Ben 10: Protector of Earth,Wii
Frogger: The Great Quest,PS2
2010 FIFA World Cup South Africa,PS3
Ninja Gaiden,XB
Crash Bandicoot: The Wrath of Cortex,XB
Driv3r,PS2
Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,PS
Farming Simulator 2015,PC
Guitar Hero: Aerosmith,X360
Medal of Honor: Airborne,PS3
Kirby Tilt 'n' Tumble,GB
SpongeBob SquarePants: Battle for Bikini Bottom,GBA
Vigilante 8,PS
Castlevania,NES
Donkey Kong Country 2,GBA
Bayonetta,PS3
"WarioWare, Inc.: Mega MicroGame$",GBA
Star Wars: Battlefront II,PSP
Madden NFL 17,PS4
Boom Blox,Wii
Fallout 4,PC
The Sims 2: Castaway,Wii
LEGO Batman 2: DC Super Heroes,PS3
Naruto Shippuden: Ultimate Ninja Storm 2,PS3
Mario Power Tennis,GC
Intelligent Qube,PS
Game & Watch Gallery 2,GB
Game & Watch Gallery 3,GB
Pac-Man,NES
Parfait: Chocolat Second Style,PS2
F1 2011,PS3
Cars,PSP
NBA Live 99,PS
Chocobo no Fushigi Dungeon,PS
Golden Sun: The Lost Age,GBA
SimCity 2000,PS
Max Payne,XB
WCW Mayhem,PS
NBA 2K2,PS2
NASCAR Thunder 2003,PS2
Super Street Fighter IV: 3D Edition,3DS
Cars,PS2
Fuzion Frenzy,XB
Call of Duty: Finest Hour,XB
FIFA Soccer 11,PSP
Sly Cooper and the Thievius Raccoonus,PS2
LEGO Indiana Jones 2: The Adventure Continues,DS
The Magical Quest starring Mickey Mouse,SNES
Dragon Quest IV: Michibikareshi Monotachi,PS
Star Wars Episode 1: Jedi Power Battles,PS
Dino Crisis 2,PS
Need for Speed Underground,GC
Shrek / Shrek 2 2-in-1 Gameboy Advance Video,GBA
Test Drive 4,PS
FIFA Soccer 07,PSP
World Soccer Winning Eleven 9 (JP & Others sales),PSP
The Lord of the Rings: The Fellowship of the Ring,PS2
LEGO Star Wars III: The Clone Wars,PS3
ATV Offroad Fury 3,PS2
Pikmin 2,GC
Just Dance 2016,Wii
Disney Sing It,Wii
Battlefield: Hardline,XOne
WWE 2K16,PS4
Dragon Ball Z: La Legende Saien,SNES
TwinBee,NES
Ganbare Goemon! Karakuri Douchuu,NES
NFL 2K,DC
SolarStriker,GB
Enter the Matrix,XB
NHL 2002,PS2
Mario vs. Donkey Kong 2: March of the Minis,DS
PokéPark Wii: Pikachu's Adventure,Wii
One Piece: Pirate Warriors,PS3
WWE 2K14,PS3
Metal Gear Solid: Portable Ops,PSP
Nuclear Strike,PS
Captain Toad: Treasure Tracker,WiiU
WWE SmackDown vs Raw 2008,PSP
The Simpsons: Road Rage,GBA
Pro Evolution Soccer 2008,Wii
SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA
Mario & Sonic at the London 2012 Olympic Games,3DS
Scarface: The World is Yours,PS2
Kobe Bryant in NBA Courtside,N64
Disney's Chip 'n Dale: Rescue Rangers,NES
The Dukes of Hazzard: Racing for Home,PS
Hitman 2: Silent Assassin,XB
FIFA 14,XOne
Spider-Man: The Movie,GC
Final Fantasy I & II: Dawn of Souls,GBA
NBA 2K17,PS4
Pokemon Super Mystery Dungeon,3DS
Just Dance 4,X360
Metal Gear Solid VR Missions,PS
Pole Position,2600
Resident Evil: Operation Raccoon City,PS3
LEGO Indiana Jones: The Original Adventures,PSP
Pro Yakyuu Family Stadium '88,NES
Shenmue,DC
Mario Tennis,GB
Tony Hawk's Pro Skater 2,GBA
WWE '12,PS3
WWE SmackDown vs. Raw 2010,PS3
Plants vs. Zombies,DS
Sonic the Hedgehog,PS3
Super Ghouls 'n Ghosts,SNES
Spore,PC
Soviet Strike,PS
Your Shape: Fitness Evolved 2012,X360
Army of Two,PS3
Gun,PS2
Ty the Tasmanian Tiger,PS2
Wario Land: Shake It!,Wii
Sonic Rush Adventure,DS
Medal of Honor: Warfighter,X360
Mega Man 3,NES
Ratchet & Clank (2016),PS4
Mission: Impossible,N64
Romancing SaGa 2,SNES
Cabela's Dangerous Hunts,PS2
Cool Boarders 4,PS
Rage Racer,PS
Medal of Honor: Rising Sun,XB
Football Manager 2013,PC
Destruction Derby 2,PS
Mirror's Edge,X360
Destiny: The Taken King,XOne
Mario vs. Donkey Kong,GBA
007: Quantum of Solace,PS3
EA Sports Active: More Workouts,Wii
Fallout: New Vegas,PC
Need for Speed: Most Wanted,PSV
Final Fantasy Tactics: The War of the Lions,PSP
Midnight Club 3: DUB Edition Remix,PS2
